A,code,name,price,RF,涨跌额,volumn,成交额,振幅,最高,最低,今开,昨收,量比,,turnover,PE,市净率,B,C,D,E,F,G,H,I
1,603083,剑桥科技,24.98,-0.97,-3.74,45879,116511586,6.24,26.23,24.61,25.95,25.95,0.12,0.68,14.42,224.84,3.08,3178280831,794570220,-29.53%,-47.66%,0.08,2017-11-10,2018-09-07 15:00:00,45879
2,300474,景嘉微,48.72,-1.90,-3.75,39987,198641847,8.79,51.45,47.00,51.00,50.62,0.02,1.03,5.88,105.92,12.82,13193819683,3312411009,6.26%,-9.43%,0.25,2016-03-31,2018-09-07 15:00:00,39987
1,603970,中农立华,18.16,-0.71,-3.76,43107,79795109,5.25,18.99,18.00,18.66,18.87,-0.16,0.78,10.78,18.06,3.50,2905601428,726401447,-15.02%,-44.35%,0.00,2017-11-16,2018-09-07 15:00:00,43107
2,300623,捷捷微电,30.86,-1.21,-3.77,36025,114109400,8.76,32.82,30.01,31.84,32.07,-0.19,1.23,5.12,33.19,4.40,5546858597,2171949988,-13.07%,-56.84%,0.00,2017-03-14,2018-09-07 15:00:00,36025
1,600929,湖南盐业,11.49,-0.45,-3.77,254530,295105344,5.61,11.92,11.25,11.58,11.94,0.44,1.57,16.97,60.96,4.62,10544960480,1723499966,-31.69%,115.17%,0.00,2018-03-26,2018-09-07 15:00:00,254530
1,601952,苏垦农发,8.11,-0.32,-3.80,169843,139705077,6.76,8.55,7.98,8.38,8.43,0.25,1.23,4.15,18.77,2.11,11175579527,3319451796,7.99%,-40.19%,0.12,2017-05-15,2018-09-07 15:00:00,169843
1,603005,晶方科技,18.69,-0.76,-3.91,40928,77792343,7.20,19.60,18.20,19.40,19.45,0.21,2.12,2.34,90.38,2.43,4377608464,3263856829,-28.8%,-47.71%,0.00,2014-02-10,2018-09-07 15:00:00,40928
2,300454,深信服,91.94,-3.76,-3.93,33757,316398592,6.78,98.15,91.66,95.62,95.70,0.05,1.44,8.44,147.28,12.56,36776920377,3678519498,-25.64%,112.33%,0.00,2018-05-16,2018-09-07 15:00:00,33757
2,002376,新北洋,16.28,-0.67,-3.95,149909,246271916,7.14,17.13,15.92,16.74,16.95,0.12,1.48,2.61,31.03,3.62,10837798362,9364253790,6.47%,43.94%,0.25,2010-03-23,2018-09-07 15:00:00,149909
1,600570,恒生电子,54.15,-2.25,-3.99,202321,1112691824,7.71,57.39,53.04,56.50,56.40,0.41,1.39,3.27,55.69,10.49,33454151440,33454151656,2.05%,13.81%,0.28,2003-12-16,2018-09-07 15:00:00,202321
2,300212,易华录,25.05,-1.06,-4.06,80098,205285327,6.59,26.62,24.90,26.18,26.11,0.20,1.31,2.19,51.94,4.09,11287684666,9169080078,-16.02%,-10.76%,0.16,2011-05-05,2018-09-07 15:00:00,80098
2,002544,杰赛科技,12.35,-0.53,-4.11,97853,123568314,5.28,13.00,12.32,12.88,12.88,-0.08,1.13,1.91,91.40,3.38,7056650564,6317518998,-9.52%,-22.08%,-0.16,2011-01-28,2018-09-07 15:00:00,97853
1,603232,格尔软件,26.03,-1.12,-4.13,15868,42275943,6.04,27.41,25.77,26.92,27.15,-0.38,1.11,3.10,114.46,3.97,2222962059,1331955135,-8.54%,-46.77%,0.58,2017-04-21,2018-09-07 15:00:00,15868
2,300563,神宇股份,25.44,-1.11,-4.18,25134,65617882,6.63,26.99,25.23,26.55,26.55,0.51,0.78,7.84,43.26,4.39,2035200043,815988017,-12.25%,-18.17%,0.32,2016-11-14,2018-09-07 15:00:00,25134
2,002094,青岛金王,7.21,-0.32,-4.25,155371,114792655,4.78,7.57,7.21,7.54,7.53,-0.55,2.60,2.60,19.52,1.71,4993299398,4313385868,-18.16%,-59.24%,-0.28,2006-12-15,2018-09-07 15:00:00,155371
1,603559,中通国脉,23.70,-1.06,-4.28,95444,230870716,8.76,25.19,23.02,24.70,24.76,-0.08,0.94,12.01,101.83,4.26,3287395609,1884114511,-10.26%,-38.41%,-0.04,2016-12-02,2018-09-07 15:00:00,95444
2,300662,科锐国际,26.75,-1.20,-4.29,48042,130059393,5.01,27.90,26.50,27.90,27.95,0.49,1.26,5.30,50.34,7.45,4815000000,2423756644,10.72%,8.65%,0.64,2017-06-08,2018-09-07 15:00:00,48042
2,300265,通光线缆,5.94,-0.27,-4.35,124741,74698194,5.80,6.18,5.82,5.86,6.21,0.51,2.48,3.70,42.49,2.04,2004750019,2000352518,1.19%,-34.51%,-1.00,2011-09-16,2018-09-07 15:00:00,124741
2,300568,星源材质,27.22,-1.24,-4.36,37786,105632854,6.29,28.94,27.15,28.70,28.46,-0.04,1.27,2.94,17.10,3.84,5226239868,3503446915,-22.98%,0.93%,0.00,2016-12-01,2018-09-07 15:00:00,37786
1,603590,康辰药业,51.74,-2.37,-4.38,116686,617461376,6.38,54.45,51.00,54.10,54.11,-0.12,0.83,29.17,41.19,3.52,8278400269,2069600067,47.62%,47.62%,-0.02,2018-08-27,2018-09-07 15:00:00,116686
2,300659,中孚信息,22.57,-1.05,-4.45,80916,188253118,7.96,23.91,22.03,23.62,23.62,-0.88,0.91,12.70,-,7.61,2989170760,1437825193,-4.49%,-48.97%,-1.10,2017-05-26,2018-09-07 15:00:00,80916
2,300365,恒华科技,24.40,-1.14,-4.46,59323,148248218,8.07,26.13,24.07,25.51,25.54,-0.37,1.35,2.71,67.68,6.19,9812768409,5333242409,38.64%,-20.44%,-0.29,2014-01-23,2018-09-07 15:00:00,59323
2,300542,新晨科技,16.43,-0.77,-4.48,72157,120074758,7.15,17.29,16.06,17.04,17.20,0.06,1.01,12.81,164.67,4.27,2547069834,925831667,-11.48%,-43.85%,0.06,2016-09-20,2018-09-07 15:00:00,72157
2,300655,晶瑞股份,18.00,-0.85,-4.51,40853,75802817,9.02,19.28,17.58,18.84,18.85,-0.06,1.01,4.86,56.84,5.74,2718393966,1513734300,4.65%,-39.9%,-0.17,2017-05-23,2018-09-07 15:00:00,40853
1,603713,密尔克卫,42.01,-1.99,-4.52,149873,643558720,7.95,44.50,41.00,43.75,44.00,0.29,0.84,39.32,47.83,5.39,6405431812,1601421136,158.84%,158.84%,-0.07,2018-07-13,2018-09-07 15:00:00,149873
2,300168,万达信息,18.34,-0.87,-4.53,162481,302330432,9.63,19.66,17.81,19.33,19.21,0.00,1.35,1.49,130.60,6.63,20163907446,20013517537,-22.55%,36.46%,0.00,2011-01-25,2018-09-07 15:00:00,162481
2,002919,名臣健康,29.65,-1.41,-4.54,25637,78124284,6.63,31.56,29.50,31.06,31.06,-0.70,1.55,12.59,62.01,4.46,2414216528,603673992,-18.18%,-23.56%,-,2017-12-18,2018-09-07 15:00:00,25637
2,300036,超图软件,22.83,-1.09,-4.56,293537,704818112,12.12,25.40,22.50,23.88,23.92,-0.26,2.50,8.83,129.93,5.65,10262938054,7586412993,26.27%,47.77%,-0.04,2009-12-25,2018-09-07 15:00:00,293537
2,300467,迅游科技,24.88,-1.22,-4.67,54206,138351941,7.20,26.40,24.52,26.01,26.10,0.00,0.78,4.63,27.19,1.79,5638089178,2912568618,-26.93%,-47.44%,-0.08,2015-05-27,2018-09-07 15:00:00,54206
2,002467,二六三,5.65,-0.28,-4.72,350486,200631601,3.71,5.84,5.62,5.76,5.93,0.36,1.29,5.42,55.49,2.40,4448698318,3650929898,-2.92%,-25.95%,-,2010-09-08,2018-09-07 15:00:00,350486
1,603986,兆易创新,102.58,-5.13,-4.76,68346,714226208,8.96,109.64,99.99,107.25,107.71,-0.01,1.66,3.30,61.91,15.88,29103212152,21274803002,-2.18%,-32.37%,-0.01,2016-08-18,2018-09-07 15:00:00,68346
2,300620,光库科技,43.00,-2.15,-4.76,23590,104565228,5.47,45.47,43.00,45.42,45.15,-0.92,1.26,10.72,42.50,7.11,3871075000,946000000,8.67%,7.69%,-0.23,2017-03-10,2018-09-07 15:00:00,23590
1,600271,航天信息,29.34,-1.51,-4.89,320429,977499616,9.53,31.94,29.00,31.00,30.85,-0.14,1.61,1.74,72.31,5.79,54646185983,54185462953,17.03%,35.52%,0.00,2003-07-11,2018-09-07 15:00:00,320429
1,600701,*ST工新,4.05,-0.21,-4.93,508,205740,0.00,4.05,4.05,4.05,4.26,0.00,1.57,0.01,-,1.04,4190677830,3142308186,-59.86%,-59.98%,-,1996-05-28,2018-09-07 15:00:00,508
1,601360,三六零,28.89,-1.50,-4.94,359827,1059065264,7.96,30.57,28.15,30.00,30.39,-0.03,1.36,9.06,63.57,10.11,195413549646,11474600680,-10.31%,-42.87%,0.14,2012-01-16,2018-09-07 15:00:00,359827
2,300188,美亚柏科,19.50,-1.02,-4.97,292498,589085696,7.21,20.98,19.50,20.41,20.52,-0.15,1.39,5.96,194.90,6.64,15500284352,9576546720,24.92%,-3.8%,-0.15,2011-03-16,2018-09-07 15:00:00,292498
2,002263,*ST东南,1.88,-0.10,-5.05,356824,68048414,3.54,1.95,1.88,1.93,1.98,0.00,2.27,1.90,739.44,1.63,3531316979,3531316972,-48.07%,-34.04%,0.00,2008-07-28,2018-09-07 15:00:00,356824
2,000681,视觉中国,28.21,-1.51,-5.08,169607,489047920,6.90,29.77,27.72,29.21,29.72,-0.46,1.31,5.46,72.24,7.37,19763288828,8758148985,8.17%,44.37%,-0.14,1997-01-21,2018-09-07 15:00:00,169607
1,603039,泛微网络,91.86,-4.94,-5.10,7800,72389172,5.02,96.06,91.20,96.06,96.80,-0.04,1.84,1.95,129.89,14.90,9417436923,3665287512,24.49%,43.46%,0.16,2017-01-13,2018-09-07 15:00:00,7800
2,300253,卫宁健康,14.26,-0.77,-5.12,973711,1424384688,9.45,15.35,13.93,14.91,15.03,-0.70,1.52,8.17,97.05,8.14,23044144228,16989567563,6.26%,109.4%,-0.63,2011-08-18,2018-09-07 15:00:00,973711
2,002410,广联达,28.82,-1.57,-5.17,160615,474258864,8.98,31.16,28.43,30.20,30.39,-0.14,1.46,1.81,109.64,11.04,32260010740,25527771238,10.55%,43.96%,0.03,2010-05-25,2018-09-07 15:00:00,160615
2,300451,创业软件,17.80,-0.99,-5.27,308631,563113936,8.20,19.06,17.52,18.58,18.79,0.11,1.21,9.27,70.66,4.04,8643746807,5925615474,25.18%,-25.15%,-0.17,2015-05-14,2018-09-07 15:00:00,308631
2,300590,移为通信,21.74,-1.22,-5.31,52389,117386648,7.14,23.24,21.60,22.93,22.96,0.09,0.95,5.40,35.71,4.42,3478399963,2108779978,-3.51%,-22.16%,0.05,2017-01-11,2018-09-07 15:00:00,52389
1,603657,春光科技,44.57,-2.53,-5.37,68345,313327696,7.43,47.38,43.88,46.95,47.10,-0.04,0.93,28.48,47.59,5.45,4278719971,1069679993,67.68%,67.68%,-0.11,2018-07-30,2018-09-07 15:00:00,68345
2,002281,光迅科技,25.54,-1.45,-5.37,200778,526228448,6.89,27.29,25.43,27.07,26.99,0.27,1.27,3.22,59.43,5.26,16541307279,15905539832,11.53%,-13.72%,0.00,2009-08-21,2018-09-07 15:00:00,200778
1,600460,士兰微,10.55,-0.62,-5.55,349484,377030960,9.22,11.30,10.27,11.12,11.17,-0.09,1.63,2.80,72.62,4.11,13842250278,13157622638,-20.5%,-33.77%,-,2003-03-11,2018-09-07 15:00:00,349484
1,603602,纵横通信,27.53,-1.71,-5.85,58238,164778982,5.78,29.19,27.50,29.00,29.24,-0.11,0.59,8.77,67.32,4.72,3083360077,1827174515,-44.09%,-49.43%,0.04,2017-08-10,2018-09-07 15:00:00,58238
1,600845,宝信软件,24.90,-1.55,-5.86,122661,314452928,11.00,26.91,24.00,26.50,26.45,0.16,1.73,2.01,36.97,3.64,21847255432,15196783308,7.51%,32.8%,-0.12,1994-03-11,2018-09-07 15:00:00,122661
1,600588,用友网络,27.90,-1.74,-5.87,370987,1063353664,10.66,30.16,27.00,29.82,29.64,-0.18,1.21,1.97,214.19,9.12,52971799684,52534697114,15.53%,30.43%,-0.11,2001-05-18,2018-09-07 15:00:00,370987
2,300046,台基股份,14.98,-0.94,-5.90,197767,305039008,11.24,16.30,14.51,15.81,15.92,0.07,1.19,9.28,33.87,3.72,3192537502,3192537502,22.99%,-34.21%,0.00,2010-01-20,2018-09-07 15:00:00,197767
2,000977,浪潮信息,26.02,-1.63,-5.90,804764,2181436384,10.42,28.58,25.70,27.43,27.65,0.04,1.83,6.27,85.61,4.51,33546342080,33412536543,19.25%,28.88%,-0.12,2000-06-08,2018-09-07 15:00:00,804764
2,300348,长亮科技,29.14,-1.84,-5.94,111732,333252304,10.49,31.25,28.00,30.69,30.98,0.52,1.46,5.99,607.71,8.66,9369026922,5437611743,10.8%,92.85%,0.28,2012-08-17,2018-09-07 15:00:00,111732
2,300312,邦讯技术,8.90,-0.58,-6.12,350180,319624304,6.54,9.42,8.80,9.31,9.48,0.11,1.09,18.99,2530.00,4.42,2848355878,1640848430,43.55%,-36.83%,0.00,2012-05-08,2018-09-07 15:00:00,350180
2,300602,飞荣达,38.37,-2.64,-6.44,30769,121875008,8.75,41.67,38.08,41.38,41.01,-0.29,1.23,4.99,55.93,7.56,7835000302,2365019298,18.61%,-27.45%,-0.10,2017-01-26,2018-09-07 15:00:00,30769
1,603578,三星新材,22.72,-1.57,-6.46,24142,56385527,6.67,24.16,22.54,24.08,24.29,-0.26,1.58,7.57,27.92,3.89,1999359940,724767978,-4.7%,-32.12%,-0.31,2017-03-06,2018-09-07 15:00:00,24142
1,600536,中国软件,28.92,-2.08,-6.71,605062,1805344816,11.26,31.54,28.05,30.98,31.00,-0.21,1.29,12.23,-,7.70,14302755693,14302755751,56.24%,72.86%,0.03,2002-05-17,2018-09-07 15:00:00,605062
2,300339,润和软件,12.00,-0.87,-6.76,261180,326144512,8.55,13.08,11.98,12.86,12.87,-0.25,1.64,5.07,48.85,2.10,9556930092,6187157376,7.14%,12.15%,-0.08,2012-07-18,2018-09-07 15:00:00,261180
2,002049,紫光国微,39.14,-2.86,-6.81,266539,1072049456,8.12,42.41,39.00,41.85,42.00,0.05,1.51,4.41,99.18,6.46,23750854897,23664029854,-18.91%,-17.09%,-0.03,2005-06-06,2018-09-07 15:00:00,266539
2,002368,太极股份,31.99,-2.60,-7.52,186701,621470560,9.97,35.10,31.65,34.46,34.59,0.06,1.59,4.66,331.05,5.21,13283183485,12807404215,21.82%,26.14%,-0.03,2010-03-12,2018-09-07 15:00:00,186701
2,300604,长川科技,45.20,-3.75,-7.66,71702,333156768,11.09,49.49,44.06,48.46,48.95,-0.02,1.81,10.92,133.98,15.06,6700872993,2968412283,-27.85%,-26.55%,0.00,2017-04-17,2018-09-07 15:00:00,71702
2,002371,北方华创,50.80,-4.30,-7.80,230000,1197045568,12.11,56.26,49.59,55.26,55.10,-0.04,1.97,6.40,97.75,6.84,23266621748,18254279905,7.6%,21.15%,-0.06,2010-03-16,2018-09-07 15:00:00,230000
2,300559,佳发教育,39.85,-3.45,-7.97,27928,115351938,11.15,44.29,39.46,43.36,43.30,0.89,1.33,3.66,56.43,8.16,5560055097,3038039193,38.37%,1.71%,0.50,2016-11-01,2018-09-07 15:00:00,27928
1,603019,中科曙光,48.74,-4.38,-8.25,402263,2033893472,11.95,54.55,48.20,53.38,53.12,0.10,1.76,6.26,107.15,9.44,31340989377,31340989280,7.95%,19.29%,0.02,2014-11-06,2018-09-07 15:00:00,402263
2,002153,石基信息,34.98,-3.27,-8.55,190746,693173840,11.50,38.98,34.58,38.10,38.25,0.03,1.87,3.94,91.43,4.62,37316270092,16946272337,28.13%,27.85%,0.00,2007-08-13,2018-09-07 15:00:00,190746
2,002530,金财互联,7.87,-0.83,-9.54,301039,241632166,6.21,8.37,7.83,7.93,8.70,0.38,2.20,8.89,36.30,1.55,6179421317,2664452932,-22%,-67.33%,0.13,2010-12-31,2018-09-07 15:00:00,301039
2,002359,北讯集团,12.02,-1.33,-9.96,12975,15595950,0.00,12.02,12.02,12.02,13.35,0.00,0.19,0.18,25.03,2.06,13068045453,8510968260,-53.98%,-46.22%,0.00,2010-02-10,2018-09-07 15:00:00,12975
1,600280,中央商场,5.51,-0.61,-9.97,181782,100161882,0.00,5.51,5.51,5.51,6.12,0.00,1.12,1.58,45.14,3.38,6327325408,6327325452,-45.12%,-30.43%,0.00,2000-09-26,2018-09-07 15:00:00,181782
2,300684,中石科技,43.78,-4.86,-9.99,98554,471541504,16.98,52.04,43.78,49.00,48.64,-0.48,3.77,25.21,79.23,11.78,6845703289,1711622832,-33.63%,185.58%,-0.32,2017-12-27,2018-09-07 15:00:00,98554
2,002113,天润数娱,5.20,-0.58,-10.03,7540,3920800,0.00,5.20,5.20,5.20,5.78,0.00,0.09,0.09,132.63,2.95,7970002944,4185627526,-56.88%,-59.18%,0.00,2007-02-08,2018-09-07 15:00:00,7540
2,002668,奥马电器,-,-,-,-,-,-,-,-,-,11.79,-,-,-,23.98,3.46,12781673695,7714212821,-23.6%,4.8%,-,2012-04-16,2018-09-07 15:00:00,-
1,600785,新华百货,-,-,-,-,-,-,-,-,-,18.40,-,-,-,14.98,1.95,4151615466,4151615466,-18.58%,-12.71%,-,1997-01-08,2018-09-07 15:00:00,-
1,600768,宁波富邦,-,-,-,-,-,-,-,-,-,11.04,-,-,-,-,11.19,1476569083,1476569083,-12.31%,-25.25%,-,1996-11-11,2018-09-07 15:00:00,-
2,002573,清新环境,-,-,-,-,-,-,-,-,-,11.45,-,-,-,17.55,2.83,12380565339,12350421199,-23.91%,-49.41%,-,2011-04-22,2018-09-07 15:00:00,-
1,600848,上海临港,-,-,-,-,-,-,-,-,-,21.67,-,-,-,77.72,3.72,24268650818,8658323769,-20.18%,-3.3%,-,1994-03-24,2018-09-07 15:00:00,-
2,002252,上海莱士,-,-,-,-,-,-,-,-,-,19.52,-,-,-,-,8.39,97104625650,97064940649,-1.66%,-1.06%,-,2008-06-23,2018-09-07 15:00:00,-
1,603810,丰山集团,-,-,-,-,-,-,-,-,-,25.43,-,-,-,8.91,2.52,1525800018,-,-,-,-,-,2018-09-07 15:00:00,-
2,002610,爱康科技,-,-,-,-,-,-,-,-,-,2.10,-,-,-,68.32,1.63,9429810552,8868795096,-12.13%,-12.13%,-,2011-08-15,2018-09-07 15:00:00,-
1,603501,韦尔股份,-,-,-,-,-,-,-,-,-,37.66,-,-,-,55.09,12.05,17165952911,5143037879,34.84%,-11.25%,-,2017-05-04,2018-09-07 15:00:00,-
2,002617,露笑科技,-,-,-,-,-,-,-,-,-,8.15,-,-,-,31.97,3.34,8983232352,8529908265,-19.93%,-24.66%,-,2011-09-20,2018-09-07 15:00:00,-
2,300131,英唐智控,-,-,-,-,-,-,-,-,-,5.67,-,-,-,33.60,3.68,6064214917,4512195405,-15.18%,-14.41%,-,2010-10-19,2018-09-07 15:00:00,-
2,002436,兴森科技,-,-,-,-,-,-,-,-,-,4.29,-,-,-,33.22,2.62,6383123135,5142806309,-17.82%,-27.16%,-,2010-06-18,2018-09-07 15:00:00,-
1,600217,中再资环,-,-,-,-,-,-,-,-,-,6.13,-,-,-,27.77,4.64,8512484623,8084923257,-3.62%,-7.4%,-,1999-12-16,2018-09-07 15:00:00,-
2,300108,吉药控股,-,-,-,-,-,-,-,-,-,7.79,-,-,-,34.45,2.61,5188254285,3463628546,-7.22%,-19.51%,-,2010-08-25,2018-09-07 15:00:00,-
1,600232,金鹰股份,-,-,-,-,-,-,-,-,-,5.77,-,-,-,72.44,1.84,2104425992,2104425992,-5.78%,-24.55%,-,2000-06-02,2018-09-07 15:00:00,-
1,601577,长沙银行,-,-,-,-,-,-,-,-,-,7.99,-,-,-,5.16,0.95,24604392335,-,-,-,-,-,2018-09-07 15:00:00,-
1,600086,东方金钰,-,-,-,-,-,-,-,-,-,10.04,-,-,-,218.05,4.19,13553999949,10610724001,-5.73%,-8.64%,-,1997-06-06,2018-09-07 15:00:00,-
2,002450,康得新,-,-,-,-,-,-,-,-,-,17.08,-,-,-,19.98,3.09,60478576546,49404190276,-27.01%,-23.03%,-,2010-07-16,2018-09-07 15:00:00,-
2,002408,齐翔腾达,-,-,-,-,-,-,-,-,-,12.28,-,-,-,21.60,3.14,21799569153,21416953968,-3.13%,-2.36%,-,2010-05-18,2018-09-07 15:00:00,-
2,300646,侨源气体,-,-,-,-,-,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,2018-09-07 15:00:00,-
1,600401,*ST海润,-,-,-,-,-,-,-,-,-,0.87,-,-,-,-,7.03,4110693605,4110693619,-35.07%,-25%,-,2003-09-24,2018-09-07 15:00:00,-
1,600745,闻泰科技,-,-,-,-,-,-,-,-,-,30.48,-,-,-,-,5.79,19423879184,14731604108,-5.1%,-5.86%,-,1996-08-28,2018-09-07 15:00:00,-
2,002656,摩登大道,-,-,-,-,-,-,-,-,-,9.61,-,-,-,64.98,2.85,6847315456,4533139396,-60.45%,-60.42%,-,2012-02-28,2018-09-07 15:00:00,-
1,603603,博天环境,-,-,-,-,-,-,-,-,-,15.70,-,-,-,33.30,4.67,6304648923,3686831191,-32.24%,-55.31%,-,2017-02-17,2018-09-07 15:00:00,-
1,603302,鑫广绿环,-,-,-,-,-,-,-,-,-,7.79,-,-,-,16.66,3.52,2806755682,-,-,-,-,-,2018-09-07 15:00:00,-
2,002936,郑州银行,-,-,-,-,-,-,-,-,-,4.59,-,-,-,5.16,0.94,24427668233,6967620232,-,-,-,-,2018-09-07 15:00:00,-
2,000711,京蓝科技,-,-,-,-,-,-,-,-,-,10.02,-,-,-,38.68,2.02,8784084123,4049868555,-4.75%,-6.02%,-,1997-04-11,2018-09-07 15:00:00,-
2,300028,金亚科技,-,-,-,-,-,-,-,-,-,0.77,-,-,-,3.41,1.25,264864593,264860762,-81.84%,-85.16%,-,2009-10-30,2018-09-07 15:00:00,-
2,000693,*ST华泽,-,-,-,-,-,-,-,-,-,3.31,-,-,-,-,-1.16,1798958234,854666747,-80.81%,-72.14%,-,1997-02-26,2018-09-07 15:00:00,-
2,002602,世纪华通,-,-,-,-,-,-,-,-,-,32.50,-,-,-,33.37,3.37,47424736222,25940309200,-3.5%,-5.36%,-,2011-07-28,2018-09-07 15:00:00,-
2,300197,铁汉生态,-,-,-,-,-,-,-,-,-,5.37,-,-,-,15.90,1.90,12240857259,7770070384,-49.53%,-55.66%,-,2011-03-29,2018-09-07 15:00:00,-
2,000545,金浦钛业,-,-,-,-,-,-,-,-,-,3.76,-,-,-,29.99,1.84,3710492432,3607355662,-20.51%,-26.56%,-,1993-12-15,2018-09-07 15:00:00,-
2,002369,卓翼科技,-,-,-,-,-,-,-,-,-,8.76,-,-,-,73.67,2.39,5080552260,3675945020,15.75%,-12.93%,-,2010-03-16,2018-09-07 15:00:00,-
2,002719,麦趣尔,-,-,-,-,-,-,-,-,-,15.34,-,-,-,106.31,2.31,2671299297,2098463531,-15.81%,-12.08%,-,2014-01-28,2018-09-07 15:00:00,-
1,600349,富通昭和,-,-,-,-,-,-,-,-,-,4.88,-,-,-,23.48,2.89,580532675,-,-,-,-,-,2018-09-07 15:00:00,-
1,600485,信威集团,-,-,-,-,-,-,-,-,-,14.59,-,-,-,-,4.47,42657407636,26445099641,-13.3%,-,-,2003-08-07,2018-09-07 15:00:00,-
2,002086,东方海洋,-,-,-,-,-,-,-,-,-,6.68,-,-,-,31.55,1.40,5052417870,3177122814,-36.5%,-44.84%,-,2006-11-28,2018-09-07 15:00:00,-
2,002411,必康股份,-,-,-,-,-,-,-,-,-,28.24,-,-,-,50.18,4.62,43271697239,8796913102,10.88%,6.86%,-,2010-05-25,2018-09-07 15:00:00,-
1,603667,五洲新春,-,-,-,-,-,-,-,-,-,9.29,-,-,-,21.38,2.01,2444384790,1054293715,-31.64%,-57.83%,-,2016-10-25,2018-09-07 15:00:00,-
2,002210,飞马国际,-,-,-,-,-,-,-,-,-,6.53,-,-,-,42.74,2.56,10793309267,9122102808,-50.94%,-47.17%,-,2008-01-30,2018-09-07 15:00:00,-
1,600733,S蓝谷,-,-,-,-,-,-,-,-,-,52.69,-,-,-,-,1.75,50512383263,5975045844,35.97%,0%,-,1996-08-16,2018-09-07 15:00:00,-
2,300740,御家汇,-,-,-,-,-,-,-,-,-,29.91,-,-,-,62.55,6.13,8135519958,2033879990,-41.98%,-2.16%,-,2018-02-08,2018-09-07 15:00:00,-
2,300229,拓尔思,-,-,-,-,-,-,-,-,-,10.30,-,-,-,133.23,2.69,4835502938,4795006716,-23.76%,-28.12%,-,2011-06-15,2018-09-07 15:00:00,-
2,002075,沙钢股份,-,-,-,-,-,-,-,-,-,16.12,-,-,-,27.49,8.87,35573162817,35573145858,19.32%,-,-,2006-10-25,2018-09-07 15:00:00,-
2,002257,立立电子,-,-,-,-,-,-,-,-,-,21.81,-,-,-,18.89,4.68,1681114759,-,-,-,-,-,2018-09-07 15:00:00,-
1,600844,丹化科技,-,-,-,-,-,-,-,-,-,5.36,-,-,-,-,2.61,5448570062,4409836340,-11.7%,-11.4%,-,1994-03-11,2018-09-07 15:00:00,-
2,000991,通海高科,-,-,-,-,-,-,-,-,-,16.88,-,-,-,57.74,10.85,5907999706,-,-,-,-,-,2018-09-07 15:00:00,-
2,002485,希努尔,-,-,-,-,-,-,-,-,-,14.22,-,-,-,2385.15,3.84,7735680145,7735625768,-8.79%,-7.39%,-,2010-10-15,2018-09-07 15:00:00,-
2,002739,万达电影,-,-,-,-,-,-,-,-,-,34.56,-,-,-,33.81,4.99,60875453871,59107416283,-8.22%,-,-,2015-01-22,2018-09-07 15:00:00,-
2,002680,ST长生,-,-,-,-,-,-,-,-,-,3.26,-,-,-,5.05,0.88,3174230623,1315753731,-86.82%,-77.35%,-,2012-06-05,2018-09-07 15:00:00,-
2,002502,骅威文化,-,-,-,-,-,-,-,-,-,5.77,-,-,-,75.19,1.44,4961212587,3122046915,-21.14%,-33.56%,-,2010-11-17,2018-09-07 15:00:00,-
1,600796,钱江生化,-,-,-,-,-,-,-,-,-,6.08,-,-,-,-,2.97,1832525013,1832525013,-14.43%,-17.99%,-,1997-04-08,2018-09-07 15:00:00,-
1,600157,永泰能源,-,-,-,-,-,-,-,-,-,1.67,-,-,-,30.83,0.84,20751077661,20751077665,-31.84%,-44.7%,-,1998-05-13,2018-09-07 15:00:00,-
2,000526,紫光学大,-,-,-,-,-,-,-,-,-,28.18,-,-,-,13.41,15.77,2710778145,2710778145,-20.26%,-19.14%,-,1993-11-01,2018-09-07 15:00:00,-
2,000543,皖能电力,-,-,-,-,-,-,-,-,-,4.52,-,-,-,28.75,0.85,8092589786,8092589814,-9.96%,-10.85%,-,1993-12-20,2018-09-07 15:00:00,-
2,002459,天业通联,-,-,-,-,-,-,-,-,-,12.04,-,-,-,275.59,3.69,4679819771,4659298904,-2.98%,1.35%,-,2010-08-10,2018-09-07 15:00:00,-
1,600122,宏图高科,-,-,-,-,-,-,-,-,-,7.40,-,-,-,36.14,1.04,8569572700,8569572715,-16.29%,-23.43%,-,1998-04-20,2018-09-07 15:00:00,-
2,002937,兴瑞科技,-,-,-,-,-,-,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,2018-09-07 15:00:00,-
2,000825,太钢不锈,-,-,-,-,-,-,-,-,-,5.76,-,-,-,5.79,1.22,32810388609,32809387452,17.42%,18.11%,-,1998-10-21,2018-09-07 15:00:00,-
1,603997,继峰股份,-,-,-,-,-,-,-,-,-,10.87,-,-,-,23.89,4.08,6932007631,6848099928,-1.18%,-4.06%,-,2015-03-02,2018-09-07 15:00:00,-
1,600764,中国海防,-,-,-,-,-,-,-,-,-,31.71,-,-,-,397.72,12.40,12549786999,10455642614,16.8%,13.14%,-,1996-11-04,2018-09-07 15:00:00,-
2,002838,道恩股份,-,-,-,-,-,-,-,-,-,17.06,-,-,-,38.44,4.89,4299119865,1284743453,-18.76%,-58.84%,-,2017-01-06,2018-09-07 15:00:00,-
